"virus","animal","cors","corsCI1","corsCI2","pval","commonName"
"Influenza A virus H7N9, segment 2","Micropercops.swinhonis",-0.0202683934085964,-0.254032573282703,0.215733066894714,0.867731019400472,"Gudgeon"
"Influenza A virus H7N9, segment 3","Micropercops.swinhonis",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Gudgeon"
"Influenza A virus H7N9, segment 5","Micropercops.swinhonis",-0.0206103336524208,-0.254352553124366,0.215406880485764,0.865520168741157,"Gudgeon"
"Influenza A virus H9N2 (HA)","Micropercops.swinhonis",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Gudgeon"
"Influenza A virus H9N2 segment 5","Micropercops.swinhonis",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Gudgeon"
"Parvovirus NIH-CQV","Micropercops.swinhonis",NA,NA,NA,NA,"Gudgeon"
"Bamboo rat circovirus","Micropercops.swinhonis",-0.0324763648494007,-0.265424902001045,0.204054819974711,0.7895502322385,"Gudgeon"
"Bamboo rat coronavirus","Micropercops.swinhonis",-0.0697210695097951,-0.299783840412712,0.168005322897221,0.566290139982342,"Gudgeon"
"Betacoronavirus HKU24","Micropercops.swinhonis",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Gudgeon"
"Cadicivirus B","Micropercops.swinhonis",-0.0446308913776257,-0.276703099955178,0.192360433398196,0.713717300371961,"Gudgeon"
"Canine coronavirus HeB-G1","Micropercops.swinhonis",-0.0466186004194482,-0.278541434638306,0.190441548445139,0.701553133401561,"Gudgeon"
"Canine coronavirus SD-F3","Micropercops.swinhonis",-0.0388618593733928,-0.271357968321632,0.197919469348773,0.749417196496098,"Gudgeon"
"Canine kobuvirus JX-MO1","Micropercops.swinhonis",-0.111864243146636,-0.337955051699385,0.126433096626155,0.356544429049204,"Gudgeon"
"Canine kobuvirus SMCD-59","Micropercops.swinhonis",-0.117790783082292,-0.343264020755425,0.120518934416665,0.331473682820045,"Gudgeon"
"Canine parvovirus","Micropercops.swinhonis",-0.132002788112064,-0.355936642499601,0.106267352029106,0.276019902093589,"Gudgeon"
"Civet astrovirus","Micropercops.swinhonis",0.222622281995579,-0.0130335295032944,0.434849147793061,0.0639720548250001,"Gudgeon"
"Civet kobuvirus","Micropercops.swinhonis",-0.051254745792049,-0.28282258412288,0.1859588778972,0.673474857296104,"Gudgeon"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Micropercops.swinhonis",-0.026349694700035,-0.259715688310896,0.209924070534663,0.828578197560097,"Gudgeon"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Micropercops.swinhonis",-0.0302858211924189,-0.263385491299937,0.206155280035251,0.803450526694133,"Gudgeon"
"European hedgehog papillomavirus","Micropercops.swinhonis",0.220356952308132,-0.0154152422268221,0.432915410873933,0.0667958447565094,"Gudgeon"
"Hedgehog bocavirus","Micropercops.swinhonis",0.158040129122987,-0.0799010437500249,0.37894201597534,0.191321591990007,"Gudgeon"
"Hedgehog chapparvovirus 6","Micropercops.swinhonis",-0.0578468811731279,-0.288894105576453,0.179567920016846,0.63431238243517,"Gudgeon"
"Hedgehog dicipivirus 2","Micropercops.swinhonis",-0.0458575018831178,-0.277837732617626,0.191176508149918,0.706202189536606,"Gudgeon"
"Lucheng Rn rat coronavirus","Micropercops.swinhonis",0.79004564253274,0.681604890342769,0.864528431588659,4.2894513665482e-16,"Gudgeon"
"Lupine bocavirus isolate South Douro","Micropercops.swinhonis",-0.0631327449980038,-0.293749129056922,0.174428851052464,0.603611414016314,"Gudgeon"
"Marmot kobuvirus","Micropercops.swinhonis",-0.0535916282742711,-0.284977036591075,0.183695606108291,0.659485786132895,"Gudgeon"
"Myocastor coypus polyomavirus 1","Micropercops.swinhonis",-0.0390657408462381,-0.271547113642066,0.197723268561963,0.748146034225667,"Gudgeon"
"Raccoon dog amdovirus","Micropercops.swinhonis",-0.0315437442866074,-0.264556880815803,0.204949353886865,0.795460531727034,"Gudgeon"
"Rodent papillomavirus","Micropercops.swinhonis",-0.0456178282489417,-0.277616081868025,0.191407895524148,0.707668431670128,"Gudgeon"
"Skunk adenovirus PB1","Micropercops.swinhonis",0.0953199736073701,-0.142853643620026,0.323058228326619,0.432492178910173,"Gudgeon"
"SARS-CoV-2","Micropercops.swinhonis",0.492599503690152,0.291348515141328,0.652094800063975,1.47904579036085e-05,"Gudgeon"
"Human adenovirus type 1","Anas.poecilorhyncha",NA,NA,NA,NA,"Indian spot-billed duck"
"Human astrovirus","Anas.poecilorhyncha",NA,NA,NA,NA,"Indian spot-billed duck"
"Human herpesvirus 1","Anas.poecilorhyncha",0.042729270492337,-0.194194516265618,0.274942792690694,0.72542166203282,"Indian spot-billed duck"
"Human herpesvirus 4","Anas.poecilorhyncha",0.00374603900741923,-0.231431693894034,0.238510118856639,0.975447079047986,"Indian spot-billed duck"
"Human orthopneumovirus B","Anas.poecilorhyncha",NA,NA,NA,NA,"Indian spot-billed duck"
"Human papillomavirus 1","Anas.poecilorhyncha",NA,NA,NA,NA,"Indian spot-billed duck"
"Human papillomavirus type 41","Anas.poecilorhyncha",0.160117838210305,-0.0777826411764852,0.380766094394258,0.185475872229699,"Indian spot-billed duck"
"Influenza A virus H3N2","Anas.poecilorhyncha",NA,NA,NA,NA,"Indian spot-billed duck"
"Influenza A virus H5N1","Anas.poecilorhyncha",0.105072243338637,-0.133190142738534,0.331853062582881,0.386672040656669,"Indian spot-billed duck"
"Influenza A virus H7N9, segment 1","Anas.poecilorhyncha",0.130147434802246,-0.108133444513271,0.354286914052266,0.282885155361847,"Indian spot-billed duck"
"Influenza A virus H7N9, segment 2","Anas.poecilorhyncha",0.10549240403015,-0.13277278606333,0.332231089935367,0.384765402624433,"Indian spot-billed duck"
"Influenza A virus H7N9, segment 3","Anas.poecilorhyncha",0.105072243338637,-0.133190142738534,0.331853062582881,0.386672040656669,"Indian spot-billed duck"
"Influenza A virus H7N9, segment 5","Anas.poecilorhyncha",0.094288136615114,-0.14387343887999,0.32212538575309,0.437513469592395,"Indian spot-billed duck"
"Influenza A virus H9N2 (HA)","Anas.poecilorhyncha",0.105072243338638,-0.133190142738534,0.331853062582881,0.386672040656669,"Indian spot-billed duck"
"Influenza A virus H9N2 segment 5","Anas.poecilorhyncha",0.0680544916139642,-0.169632123719913,0.298259041734403,0.575628008917539,"Indian spot-billed duck"
"Parvovirus NIH-CQV","Anas.poecilorhyncha",NA,NA,NA,NA,"Indian spot-billed duck"
"Bamboo rat circovirus","Anas.poecilorhyncha",0.10414777742427,-0.134108141650716,0.33102104476568,0.390886951714135,"Indian spot-billed duck"
"Bamboo rat coronavirus","Anas.poecilorhyncha",0.144914028830829,-0.0932347316827326,0.36737843557712,0.231331019061631,"Indian spot-billed duck"
"Betacoronavirus HKU24","Anas.poecilorhyncha",0.0548291563034632,-0.182496039836992,0.286117010252551,0.652124191868513,"Indian spot-billed duck"
"Cadicivirus B","Anas.poecilorhyncha",-0.155025588755194,-0.37629241198032,0.0829708094300677,0.200037016460757,"Indian spot-billed duck"
"Canine coronavirus HeB-G1","Anas.poecilorhyncha",0.104091419144825,-0.134164092460552,0.330970310995177,0.39114478485435,"Indian spot-billed duck"
"Canine coronavirus SD-F3","Anas.poecilorhyncha",0.0666196794132696,-0.171031653629756,0.296945350049106,0.583723801531946,"Indian spot-billed duck"
"Canine kobuvirus JX-MO1","Anas.poecilorhyncha",0.310102160797249,0.0810326611126911,0.508056184954592,0.00898749201347625,"Indian spot-billed duck"
"Canine kobuvirus SMCD-59","Anas.poecilorhyncha",0.312162186174036,0.083298078955959,0.509746313551712,0.00851833116263269,"Indian spot-billed duck"
"Canine parvovirus","Anas.poecilorhyncha",0.371354081907063,0.149418065812374,0.557666892417899,0.00155067036979458,"Indian spot-billed duck"
"Civet astrovirus","Anas.poecilorhyncha",0.0596787896907515,-0.177788351851618,0.290578045531517,0.623599052530203,"Indian spot-billed duck"
"Civet kobuvirus","Anas.poecilorhyncha",0.279608526418866,0.0477732421074048,0.482858394292606,0.0190670818026305,"Indian spot-billed duck"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Anas.poecilorhyncha",6.45347967413203e-05,-0.234913049092404,0.235034992393443,0.999576949871669,"Indian spot-billed duck"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Anas.poecilorhyncha",-0.075222693156016,-0.304809098565551,0.162625801138116,0.535979599196961,"Indian spot-billed duck"
"European hedgehog papillomavirus","Anas.poecilorhyncha",-0.136102515945567,-0.359577063370349,0.10213793357854,0.261246800160601,"Indian spot-billed duck"
"Hedgehog bocavirus","Anas.poecilorhyncha",-0.0777983845139525,-0.307157385105834,0.160102405065672,0.522069048222581,"Indian spot-billed duck"
"Hedgehog chapparvovirus 6","Anas.poecilorhyncha",-0.153787879820312,-0.375203489434814,0.0842298862059539,0.203696245574628,"Indian spot-billed duck"
"Hedgehog dicipivirus 2","Anas.poecilorhyncha",-0.147634991641929,-0.3697811614455,0.0904777378314167,0.222594241616777,"Indian spot-billed duck"
"Lucheng Rn rat coronavirus","Anas.poecilorhyncha",0.0498549375146268,-0.187313388413915,0.281530932648319,0.681907985881058,"Indian spot-billed duck"
"Lupine bocavirus isolate South Douro","Anas.poecilorhyncha",0.207113426474025,-0.029285827312011,0.421571150691125,0.0853702914178582,"Indian spot-billed duck"
"Marmot kobuvirus","Anas.poecilorhyncha",0.214368059738367,-0.0216989585450506,0.427793716164782,0.0747464648035264,"Indian spot-billed duck"
"Myocastor coypus polyomavirus 1","Anas.poecilorhyncha",0.0342023754020235,-0.202398254181947,0.26703036224858,0.778643383661246,"Indian spot-billed duck"
"Raccoon dog amdovirus","Anas.poecilorhyncha",0.352987138579681,0.128686757907398,0.542929096669393,0.00272428814970398,"Indian spot-billed duck"
"Rodent papillomavirus","Anas.poecilorhyncha",0.0419828301972068,-0.194913993545639,0.274251396272079,0.730033326435239,"Indian spot-billed duck"
"Skunk adenovirus PB1","Anas.poecilorhyncha",0.0939555135785115,-0.144202072364988,0.321824580234131,0.43913909670919,"Indian spot-billed duck"
"SARS-CoV-2","Anas.poecilorhyncha",0.0599389318061887,-0.177535516382624,0.290817059295831,0.62208392003401,"Indian spot-billed duck"
"Human adenovirus type 1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Human astrovirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Human herpesvirus 1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Human herpesvirus 4","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Human orthopneumovirus B","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Human papillomavirus 1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Human papillomavirus type 41","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Influenza A virus H3N2","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Influenza A virus H5N1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Influenza A virus H7N9, segment 1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Influenza A virus H7N9, segment 2","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Influenza A virus H7N9, segment 3","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Influenza A virus H7N9, segment 5","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Influenza A virus H9N2 (HA)","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Influenza A virus H9N2 segment 5","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Parvovirus NIH-CQV","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Bamboo rat circovirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Bamboo rat coronavirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Betacoronavirus HKU24","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Cadicivirus B","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Canine coronavirus HeB-G1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Canine coronavirus SD-F3","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Canine kobuvirus JX-MO1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Canine kobuvirus SMCD-59","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Canine parvovirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Civet astrovirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Civet kobuvirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"European hedgehog papillomavirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Hedgehog bocavirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Hedgehog chapparvovirus 6","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Hedgehog dicipivirus 2","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Lucheng Rn rat coronavirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Lupine bocavirus isolate South Douro","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Marmot kobuvirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Myocastor coypus polyomavirus 1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Raccoon dog amdovirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Rodent papillomavirus","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Skunk adenovirus PB1","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"SARS-CoV-2","Trachinotus.ovatus",NA,NA,NA,NA,"Derbio"
"Human adenovirus type 1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Human astrovirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Human herpesvirus 1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Human herpesvirus 4","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Human orthopneumovirus B","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Human papillomavirus 1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Human papillomavirus type 41","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Influenza A virus H3N2","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Influenza A virus H5N1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Influenza A virus H7N9, segment 1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Influenza A virus H7N9, segment 2","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Influenza A virus H7N9, segment 3","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Influenza A virus H7N9, segment 5","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Influenza A virus H9N2 (HA)","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Influenza A virus H9N2 segment 5","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Parvovirus NIH-CQV","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Bamboo rat circovirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Bamboo rat coronavirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Betacoronavirus HKU24","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Cadicivirus B","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Canine coronavirus HeB-G1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Canine coronavirus SD-F3","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Canine kobuvirus JX-MO1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Canine kobuvirus SMCD-59","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Canine parvovirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Civet astrovirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Civet kobuvirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"European hedgehog papillomavirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Hedgehog bocavirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Hedgehog chapparvovirus 6","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Hedgehog dicipivirus 2","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Lucheng Rn rat coronavirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Lupine bocavirus isolate South Douro","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Marmot kobuvirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Myocastor coypus polyomavirus 1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Raccoon dog amdovirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Rodent papillomavirus","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Skunk adenovirus PB1","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"SARS-CoV-2","Rhodeus.sinensis",NA,NA,NA,NA,"Chinese bitterling"
"Human adenovirus type 1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Human astrovirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Human herpesvirus 1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Human herpesvirus 4","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Human orthopneumovirus B","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Human papillomavirus 1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Human papillomavirus type 41","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Influenza A virus H3N2","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Influenza A virus H5N1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Influenza A virus H7N9, segment 1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Influenza A virus H7N9, segment 2","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Influenza A virus H7N9, segment 3","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Influenza A virus H7N9, segment 5","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Influenza A virus H9N2 (HA)","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Influenza A virus H9N2 segment 5","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Parvovirus NIH-CQV","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Bamboo rat circovirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Bamboo rat coronavirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Betacoronavirus HKU24","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Cadicivirus B","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Canine coronavirus HeB-G1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Canine coronavirus SD-F3","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Canine kobuvirus JX-MO1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Canine kobuvirus SMCD-59","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Canine parvovirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Civet astrovirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Civet kobuvirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"European hedgehog papillomavirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Hedgehog bocavirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Hedgehog chapparvovirus 6","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Hedgehog dicipivirus 2","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Lucheng Rn rat coronavirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Lupine bocavirus isolate South Douro","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Marmot kobuvirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Myocastor coypus polyomavirus 1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Raccoon dog amdovirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Rodent papillomavirus","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Skunk adenovirus PB1","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"SARS-CoV-2","Misgurnus.bipartitus",NA,NA,NA,NA,"Loach"
"Human adenovirus type 1","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Human astrovirus","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Human herpesvirus 1","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Human herpesvirus 4","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Human orthopneumovirus B","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Human papillomavirus 1","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Human papillomavirus type 41","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Influenza A virus H3N2","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Influenza A virus H5N1","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Influenza A virus H7N9, segment 1","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Influenza A virus H7N9, segment 2","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
"Influenza A virus H7N9, segment 3","Pampus.echinogaster",NA,NA,NA,NA,"Pampus"
